match,team,player,won,tier,x,y,zone,match_strategy
591890072,radiant,RoX%2EKIS%2ESedoy,1,Pro,14,38,toplane,11300
591890072,radiant,RoX%2EKIS%2ESolo,1,Pro,29,31,midlane,11300
591890072,radiant,RoX%2EKIS%2Eyol,1,Pro,37,13,bottomlane,11300
593051940,radiant,%40MiSeRyDOTA,1,Pro,33,29,midlane,12200
593051940,radiant,%40MSSDota,1,Pro,12,39,toplane,12200
593051940,radiant,%40PajkattDota,1,Pro,31,30,midlane,12200
593051940,radiant,standin%20rmN%2D,1,Pro,37,10,bottomlane,12200
593051940,radiant,standin%2EExist,1,Pro,36,9,bottomlane,12200
593144800,radiant,EVILGENIUSES%2EZAI,1,Pro,36,40,midlane,05000
593144800,radiant,EG%2EUniverse,1,Pro,38,43,midlane,05000
593144800,radiant,standin%2Emason%20%3C3%20h%2Dmoe,1,Pro,29,32,midlane,05000
593144800,radiant,EG%2EArteezy,1,Pro,38,39,midlane,05000
593144800,radiant,EG%2EPPD,1,Pro,32,36,midlane,05000
599472634,dire,Empire%2EALWAYSWANNAFLY,1,Pro,85,107,toplane,31100
599472634,dire,Empire%2EMag,1,Pro,113,76,bottomlane,31100
599472634,dire,Empire%2EResolut1on,1,Pro,95,86,midlane,31100
599472634,dire,Empire%2ESilent%20%3C3%20Mila,1,Pro,85,107,toplane,31100
599472634,dire,Empire%2EVANSKOR%20%3C3%20MeowMeow,1,Pro,85,105,toplane,31100
599569853,dire,%40MiSeRyDOTA,1,Pro,62,74,jungle,11120
599569853,dire,%40MSSDota,1,Pro,114,77,bottomlane,11120
599569853,dire,%40PajkattDota,1,Pro,94,85,midlane,11120
599569853,dire,Alex%2D,1,Pro,37,89,jungle,11120
599569853,dire,standin%2E%20Exist,1,Pro,30,105,toplane,11120
599633031,dire,sword,1,Pro,85,105,toplane,31100
599633031,dire,%E6%AD%A3%E7%BE%A9%20Lod%5BA%5D%20HyperX,1,Pro,86,105,toplane,31100
599633031,dire,%5BA%5Dkke%20HyperX,1,Pro,84,105,toplane,31100
599633031,dire,%5BA%5D%20s4%20HyperX,1,Pro,93,87,midlane,31100
599633031,dire,%5BA%5DdmiralBulldog%20HyperX,1,Pro,111,77,bottomlane,31100
600841581,dire,beaverknight,1,Pro,112,75,bottomlane,00500
600841581,dire,C9%20Aui_2000,1,Pro,114,75,bottomlane,00500
600841581,dire,C9%20bOne7%20%3C3%20MeowMeow,1,Pro,111,76,bottomlane,00500
600841581,dire,C9%20Ouki,1,Pro,111,76,bottomlane,00500
600841581,dire,C9%20pieliedie,1,Pro,111,75,bottomlane,00500
600946678,dire,KingR%3F%21,1,Pro,84,105,toplane,12200
600946678,dire,Na%60Vi%20kky,1,Pro,110,76,bottomlane,12200
600946678,dire,Na%60Vi%2EDendi,1,Pro,94,88,midlane,12200
600946678,dire,Na%60Vi%2EPuppey,1,Pro,93,89,midlane,12200
600946678,dire,Na%60Vi%2EXBOCT,1,Pro,113,77,bottomlane,12200
601028596,dire,Na%60Vi%2EPuppey,1,Pro,113,75,bottomlane,00500
601028596,dire,Na%60Vi%2EFunn1k,1,Pro,111,76,bottomlane,00500
601028596,dire,Na%60Vi%2EXBOCT,1,Pro,111,76,bottomlane,00500
601028596,dire,Na%60Vi%20kky,1,Pro,111,76,bottomlane,00500
601028596,dire,Na%60Vi%2EDendi,1,Pro,111,77,bottomlane,00500
602248335,radiant,Empire%2EALWAYSWANNAFLY,1,Pro,37,10,bottomlane,02300
602248335,radiant,Empire%2EMag,1,Pro,30,29,midlane,02300
602248335,radiant,Empire%2EResolut1on,1,Pro,31,31,midlane,02300
602248335,radiant,Empire%2ESilent%20%3C3%20Mila,1,Pro,37,11,bottomlane,02300
602248335,radiant,Empire%2EVANSKOR%20%3C3%20MeowMeow,1,Pro,37,14,bottomlane,02300
602341542,radiant,C9%20Aui_2000,1,Pro,30,32,midlane,05000
602341542,radiant,C9%20bOne7,1,Pro,30,32,midlane,05000
602341542,radiant,C9%20EternaLEnVy,1,Pro,29,31,midlane,05000
602341542,radiant,C9%20pieliedie,1,Pro,29,32,midlane,05000
602341542,radiant,C9%20SingSing,1,Pro,29,33,midlane,05000
610263617,radiant,Lod%5BA%5D%20HyperX,1,Pro,38,10,bottomlane,10400
610263617,radiant,%5BA%5Dkke%20HyperX,1,Pro,38,14,bottomlane,10400
610263617,radiant,%5BA%5DdmiralBulldog%20HyperX,1,Pro,14,39,toplane,10400
610263617,radiant,%5BA%5D%20s4%20HyperX,1,Pro,37,14,bottomlane,10400
610263617,radiant,%5BA%5D%20EGM%20HyperX,1,Pro,37,13,bottomlane,10400
610363820,dire,Empire%2EALWAYSWANNAFLY,1,Pro,111,76,bottomlane,11300
610363820,dire,Empire%2EMag,1,Pro,86,106,toplane,11300
610363820,dire,Empire%2EResolut1on,1,Pro,93,89,midlane,11300
610363820,dire,Empire%2ESilent%20%3C3%20Mila,1,Pro,111,77,bottomlane,11300
610363820,dire,Empire%2EVANSKOR%20%3C3%20MeowMeow,1,Pro,111,77,bottomlane,11300
610451558,radiant,EG%2EArteezy,1,Pro,13,39,toplane,50000
610451558,radiant,EG%2EPeco,1,Pro,14,40,toplane,50000
610451558,radiant,EG%2Eppd,1,Pro,13,42,toplane,50000
610451558,radiant,EG%2EUniverse,1,Pro,14,40,toplane,50000
610451558,radiant,notidehunter%2Emason,1,Pro,11,40,toplane,50000
611706372,dire,paS%2D%2D,1,Pro,111,77,bottomlane,10400
611706372,dire,FATA%2D,1,Pro,114,76,bottomlane,10400
611706372,dire,%40PajkattDota,1,Pro,85,107,toplane,10400
611706372,dire,%40MiSeRyDOTA,1,Pro,111,77,bottomlane,10400
611706372,dire,%40MSSDota,1,Pro,110,77,bottomlane,10400
611805511,radiant,Empire%2EALWAYSWANNAFLY,1,Pro,37,10,bottomlane,00500
611805511,radiant,Empire%2EMag,1,Pro,40,13,bottomlane,00500
611805511,radiant,Empire%2EResolut1on,1,Pro,53,12,bottomlane,00500
611805511,radiant,Empire%2ESilent%20%3C3%20Mila,1,Pro,47,9,bottomlane,00500
611805511,radiant,Empire%2EVANSKOR%20%3C3%20MeowMeow,1,Pro,43,11,bottomlane,00500
613149649,dire,%5BHyperX%5D%20Liquid%60TC,1,Pro,86,106,toplane,31100
613149649,dire,1234,1,Pro,94,87,midlane,31100
613149649,dire,my%20heart%20will%20never%20change,1,Pro,85,101,toplane,31100
613149649,dire,quizup%20god,1,Pro,111,77,bottomlane,31100
613149649,dire,redbull%20%23givesyouMID,1,Pro,85,106,toplane,31100
643128080,radiant,EG%2EUniverse,1,Pro,15,39,toplane,13100
643128080,radiant,EG%2Eppd,1,Pro,32,28,midlane,13100
643128080,radiant,China,1,Pro,30,34,midlane,13100
643128080,radiant,13,1,Pro,30,29,midlane,13100
643128080,radiant,dog%20euthanizer,1,Pro,37,10,bottomlane,13100
643231908,radiant,%5BHyperX%5D%20Liquid%60TC,1,Pro,30,34,midlane,05000
643231908,radiant,1234,1,Pro,29,31,midlane,05000
643231908,radiant,2%2E,1,Pro,30,33,midlane,05000
643231908,radiant,kiss%20smooch%20chu,1,Pro,29,32,midlane,05000
643231908,radiant,Pegasus,1,Pro,30,33,midlane,05000
644725431,dire,CENTRAL%20LANE%20PLEASE,1,Pro,111,75,bottomlane,22100
644725431,dire,feelthetrance%2D,1,Pro,94,89,midlane,22100
644725431,dire,K4pust1CHJkeez0r2H,1,Pro,86,107,toplane,22100
644725431,dire,missing%20you,1,Pro,85,106,toplane,22100
644725431,dire,To%20Infinity%20and%20Beyond%21,1,Pro,94,89,midlane,22100
644745895,radiant,PING%20PONG%20CIRCULATE,1,Pro,29,33,midlane,05000
644745895,radiant,paS,1,Pro,31,30,midlane,05000
644745895,radiant,%40PajkattDota,1,Pro,29,31,midlane,05000
644745895,radiant,%40MiSeRYDOTA,1,Pro,30,34,midlane,05000
644745895,radiant,BaumStammJOE,1,Pro,31,32,midlane,05000
644790017,dire,%E3%80%8C%EF%BD%88%EF%BD%97%EF%BD%81%E3%80%8D,1,Pro,113,76,bottomlane,11300
644790017,dire,chipshajen,1,Pro,111,76,bottomlane,11300
644790017,dire,chw,1,Pro,85,107,toplane,11300
644790017,dire,nihis,1,Pro,111,76,bottomlane,11300
644790017,dire,QuiX%2D,1,Pro,95,86,midlane,11300
644837381,dire,CENTRAL%20LANE%20PLEASE,1,Pro,111,75,bottomlane,31100
644837381,dire,feelthetrance%2D,1,Pro,94,88,midlane,31100
644837381,dire,K4pust1CHJkeez0r2H,1,Pro,86,102,toplane,31100
644837381,dire,missing%20you,1,Pro,84,106,toplane,31100
644837381,dire,To%20Infinity%20and%20Beyond%21,1,Pro,85,103,toplane,31100
644940512,dire,RoX%2EKIS%2Eyol,1,Pro,85,107,toplane,40100
644940512,dire,RoX%2EKIS%2ESolo,1,Pro,84,107,toplane,40100
644940512,dire,dotadotadota,1,Pro,113,76,bottomlane,40100
644940512,dire,RoX%2EKIS%2E633%3C3%20Sveta,1,Pro,85,106,toplane,40100
644940512,dire,RoX%2EKIS%2EGoblak,1,Pro,85,106,toplane,40100
645037586,radiant,dotadotadota,1,Pro,37,9,bottomlane,00500
645037586,radiant,RoX%2EKIS%2E633%3C3%20Sveta,1,Pro,36,11,bottomlane,00500
645037586,radiant,RoX%2EKIS%2EGoblak,1,Pro,36,11,bottomlane,00500
645037586,radiant,RoX%2EKIS%2ESolo,1,Pro,38,13,bottomlane,00500
645037586,radiant,RoX%2EKIS%2Eyol,1,Pro,37,13,bottomlane,00500
646298269,radiant,%40MiSeRYDOTA,1,Pro,36,11,bottomlane,00500
646298269,radiant,%40PajkattDota,1,Pro,38,13,bottomlane,00500
646298269,radiant,FATA%2D,1,Pro,36,10,bottomlane,00500
646298269,radiant,paS,1,Pro,36,9,bottomlane,00500
646298269,radiant,PING%20PONG%20CIRCULATE,1,Pro,38,11,bottomlane,00500
646416200,dire,Empire%2ESilent%20%3C3%20Mila,1,Pro,111,76,bottomlane,02300
646416200,dire,Empire%2EVANSKOR%20%3C3%20MeowMeow,1,Pro,111,77,bottomlane,02300
646416200,dire,Empire%2EMag,1,Pro,97,85,midlane,02300
646416200,dire,Empire%2EALWAYSWANNAFLY,1,Pro,111,77,bottomlane,02300
646416200,dire,Empire%2EResolut1on,1,Pro,94,86,midlane,02300
646501704,dire,Empire%2EALWAYSWANNAFLY,1,Pro,111,76,bottomlane,20300
646501704,dire,Empire%2EMag,1,Pro,86,106,toplane,20300
646501704,dire,Empire%2EResolut1on,1,Pro,110,76,bottomlane,20300
646501704,dire,Empire%2ESilent%20%3C3%20Mila,1,Pro,111,76,bottomlane,20300
646501704,dire,Empire%2EVANSKOR%20%3C3%20MeowMeow,1,Pro,86,104,toplane,20300
647752500,radiant,Ace,1,Pro,14,40,toplane,50000
647752500,radiant,ftd%2E2009,1,Pro,13,39,toplane,50000
647752500,radiant,Knil,1,Pro,14,40,toplane,50000
647752500,radiant,sean%20paul,1,Pro,15,38,toplane,50000
647752500,radiant,tjo,1,Pro,11,40,toplane,50000
647826183,dire,RoX%2EKIS%2Eyol,1,Pro,110,77,bottomlane,00500
647826183,dire,RoX%2EKIS%2ESolo,1,Pro,114,77,bottomlane,00500
647826183,dire,RoX%2EKIS%2E633%3C3%20Sveta,1,Pro,112,76,bottomlane,00500
647826183,dire,dotadotadota,1,Pro,112,76,bottomlane,00500
647826183,dire,RoX%2EKIS%2EGoblak,1,Pro,111,77,bottomlane,00500
647868978,dire,Ace,1,Pro,111,77,bottomlane,22100
647868978,dire,ftd%2E2009,1,Pro,93,88,midlane,22100
647868978,dire,Knil,1,Pro,85,105,toplane,22100
647868978,dire,sean%20paul,1,Pro,93,89,midlane,22100
647868978,dire,tjo,1,Pro,85,107,toplane,22100
648005989,dire,Sergeant%20Sandking,1,Pro,111,76,bottomlane,20300
648005989,dire,hilbnewell,1,Pro,111,77,bottomlane,20300
648005989,dire,Na%60Vi%20kky,1,Pro,85,106,toplane,20300
648005989,dire,Na%60Vi%2EPuppey,1,Pro,111,76,bottomlane,20300
648005989,dire,yuradin,1,Pro,84,107,toplane,20300
569649581,dire,%5BHyperX%5D%20Liquid%60FLUFF,0,Pro,110,77,bottomlane,21200
569649581,dire,%5BHyperX%5D%20Liquid%60qojqva,0,Pro,111,75,bottomlane,21200
569649581,dire,%5BHyperX%5D%20Liquid%60TC,0,Pro,86,106,toplane,21200
569649581,dire,%5BHyperX%5D%20Liquid%60wayto,0,Pro,86,105,toplane,21200
569649581,dire,2%2E,0,Pro,96,86,midlane,21200
569716737,dire,MyM%20%7C%20Mini,0,Pro,85,107,toplane,31100
569716737,dire,MYM%20Ace,0,Pro,111,75,bottomlane,31100
569716737,dire,MYM%20Cr1t%2D,0,Pro,84,106,toplane,31100
569716737,dire,MYM%20Exist,0,Pro,94,89,midlane,31100
569716737,dire,MYM%20unicorn,0,Pro,86,106,toplane,31100
579132234,dire,Fnatic%2ETrixi,0,Pro,86,107,toplane,50000
579132234,dire,Fnatic%2EFly,0,Pro,86,107,toplane,50000
579132234,dire,Fnatic%2EN0tail,0,Pro,86,107,toplane,50000
579132234,dire,%2EGooDGuY,0,Pro,86,103,toplane,50000
579132234,dire,Fnatic%2EEra,0,Pro,85,107,toplane,50000
580607270,radiant,Virtus%20pro%20%3E%20G,0,Pro,37,10,bottomlane,12200
580607270,radiant,Virtus%2Epro%20%3E%20AA,0,Pro,14,38,toplane,12200
580607270,radiant,Virtus%2Epro%20%3E%20IllidanSTR,0,Pro,31,29,midlane,12200
580607270,radiant,Virtus%2Epro%20%3E%20JotM,0,Pro,31,30,midlane,12200
580607270,radiant,Virtus%2Epro%20%3E%20NS,0,Pro,37,11,bottomlane,12200
580713548,dire,EG%2E%E6%82%B2%E3%81%97%E3%81%84zai,0,Pro,86,104,toplane,50000
580713548,dire,EG%2EArteezy,0,Pro,85,106,toplane,50000
580713548,dire,EG%2EPPD,0,Pro,85,107,toplane,50000
580713548,dire,EG%2EUniverse,0,Pro,85,103,toplane,50000
580713548,dire,standin%2Emason,0,Pro,85,107,toplane,50000
580795951,dire,RoX%2EKIS%2Eyol,0,Pro,86,105,toplane,31100
580795951,dire,RoX%2EKIS%2ESedoy,0,Pro,111,77,bottomlane,31100
580795951,dire,RoX%2EKIS%2ESolo,0,Pro,94,89,midlane,31100
580795951,dire,RoX%2EKIS%2E633,0,Pro,84,107,toplane,31100
580795951,dire,RoX%2EKIS%2EGoblak%20HandsOffFromUA,0,Pro,86,107,toplane,31100
588972183,radiant,%2A%2A%2A,0,Pro,12,41,toplane,10400
588972183,radiant,MYM%20%7C%20Ryze,0,Pro,37,13,bottomlane,10400
588972183,radiant,MYM%20Cr1t%2D,0,Pro,38,10,bottomlane,10400
588972183,radiant,MYM%20LINK,0,Pro,38,9,bottomlane,10400
588972183,radiant,MYM%20unicorn,0,Pro,36,10,bottomlane,10400
589072947,radiant,MYM%20%7C%20Ryze,0,Pro,29,32,midlane,11300
589072947,radiant,MYM%20Ace,0,Pro,14,40,toplane,11300
589072947,radiant,MYM%20Cr1t%2D,0,Pro,38,13,bottomlane,11300
589072947,radiant,MYM%20LINK,0,Pro,38,13,bottomlane,11300
589072947,radiant,MYM%20unicorn,0,Pro,38,10,bottomlane,11300
589157786,dire,%5BA%5DdmiralBulldog%20HyperX,0,Pro,113,77,bottomlane,12200
589157786,dire,Lod%5BA%5D%20HyperX,0,Pro,113,76,bottomlane,12200
589157786,dire,%5BA%5Dkke%20HyperX,0,Pro,84,106,toplane,12200
589157786,dire,%5BA%5D%20s4%20HyperX,0,Pro,93,89,midlane,12200
589157786,dire,%5BA%5D%20EGM%20HyperX,0,Pro,97,85,midlane,12200
590348637,dire,%5BHyperX%5D%20Liquid%60TC,0,Pro,111,77,bottomlane,21200
590348637,dire,%5BHyperX%5D%20Liquid%60wayto,0,Pro,85,103,toplane,21200
590348637,dire,2%2E,0,Pro,95,87,midlane,21200
590348637,dire,STAND%2DIN%2Edemondoto%20%23teamblack,0,Pro,111,77,bottomlane,21200
590348637,dire,YOLO,0,Pro,85,107,toplane,21200
590436483,dire,%2A%2A%2A,0,Pro,110,75,bottomlane,40100
590436483,dire,MYM%20Cr1t%2D,0,Pro,86,105,toplane,40100
590436483,dire,MYM%20LINK,0,Pro,85,106,toplane,40100
590436483,dire,sylar,0,Pro,85,106,toplane,40100
590436483,dire,xPppPppP,0,Pro,85,106,toplane,40100
590518928,radiant,STAND%2DIN%2Edemondoto%20%23teamblack,0,Pro,36,9,bottomlane,12200
590518928,radiant,%5BHyperX%5D%20Liquid%60wayto,0,Pro,30,29,midlane,12200
590518928,radiant,%5BHyperX%5D%20Liquid%60BuLba,0,Pro,15,39,toplane,12200
590518928,radiant,%5BHyperX%5D%20Liquid%60qojqva,0,Pro,30,29,midlane,12200
590518928,radiant,%5BHyperX%5D%20Liquid%60TC,0,Pro,37,13,bottomlane,12200
591705499,dire,RoX%2EKIS%2E633%3C3%20Sveta,0,Pro,111,77,bottomlane,12200
591705499,dire,RoX%2EKIS%2EGoblak,0,Pro,94,89,midlane,12200
591705499,dire,RoX%2EKIS%2ESedoy,0,Pro,84,107,toplane,12200
591705499,dire,RoX%2EKIS%2ESolo,0,Pro,94,87,midlane,12200
591705499,dire,RoX%2EKIS%2Eyol,0,Pro,111,77,bottomlane,12200
591798786,radiant,paS%2D%2D%2D%2D,0,Pro,46,10,bottomlane,10400
591798786,radiant,FATA%2D,0,Pro,39,14,bottomlane,10400
591798786,radiant,SIGMA%2010%2D,0,Pro,37,13,bottomlane,10400
591798786,radiant,%CE%A3%3C3Paris%CE%A3,0,Pro,57,10,bottomlane,10400
591798786,radiant,d%C3%B8den,0,Pro,14,49,toplane,10400
591890072,dire,Fnatic%2EEra,0,Pro,84,107,toplane,31100
591890072,dire,Fnatic%2EFly,0,Pro,85,106,toplane,31100
591890072,dire,Fnatic%2EH4nn1%20%E2%99%A5%20Missy,0,Pro,94,88,midlane,31100
591890072,dire,Fnatic%2EN0tail,0,Pro,85,107,toplane,31100
591890072,dire,Fnatic%2ETrixi,0,Pro,112,77,bottomlane,31100
593051940,dire,Virtus%20pro%20%3E%20G,0,Pro,94,87,midlane,21200
593051940,dire,Virtus%2Epro%20%3E%20AA,0,Pro,85,106,toplane,21200
593051940,dire,Virtus%2Epro%20%3E%20IllidanSTR,0,Pro,111,77,bottomlane,21200
593051940,dire,Virtus%2Epro%20%3E%20JotM,0,Pro,111,76,bottomlane,21200
593051940,dire,Virtus%2Epro%20%3E%20NS,0,Pro,85,104,toplane,21200
593144800,dire,2%2E,0,Pro,111,75,bottomlane,31100
593144800,dire,%5BHyperX%5D%20Liquid%60wayto,0,Pro,84,105,toplane,31100
593144800,dire,standin%2E%2Edotademon,0,Pro,84,107,toplane,31100
593144800,dire,%5BHyperX%5D%20Liquid%60qojqva,0,Pro,96,84,midlane,31100
593144800,dire,%5BHyperX%5D%20Liquid%60TC,0,Pro,76,103,toplane,31100
599472634,radiant,Na%60Vi%20kky,0,Pro,36,11,bottomlane,00500
599472634,radiant,Na%60Vi%2EDendi,0,Pro,37,12,bottomlane,00500
599472634,radiant,Na%60Vi%2EFunn1k,0,Pro,39,13,bottomlane,00500
599472634,radiant,Na%60Vi%2EPuppey,0,Pro,37,13,bottomlane,00500
599472634,radiant,Na%60Vi%2EXBOCT,0,Pro,38,13,bottomlane,00500
599569853,radiant,%CE%A3%20MAD,0,Pro,44,68,jungle,01040
599569853,radiant,%CE%A3%20Paris,0,Pro,62,41,jungle,01040
599569853,radiant,FATA%2D,0,Pro,47,33,jungle,01040
599569853,radiant,paS%2D%2D,0,Pro,51,43,midlane,01040
599569853,radiant,Standin%2ECrio_J%20%EC%A7%84%EB%A7%88%EC%99%95,0,Pro,60,40,jungle,01040
599633031,radiant,Standin%2ECrio_J%20%EC%A7%84%EB%A7%88%EC%99%95,0,Pro,37,10,bottomlane,11300
599633031,radiant,paS%2D%2D,0,Pro,14,40,toplane,11300
599633031,radiant,FATA%2D,0,Pro,32,30,midlane,11300
599633031,radiant,%CE%A3%20MAD,0,Pro,36,10,bottomlane,11300
599633031,radiant,%CE%A3%20Paris,0,Pro,36,11,bottomlane,11300
600841581,radiant,AA,0,Pro,15,39,toplane,11300
600841581,radiant,Virtus%20pro%20%3E%20G,0,Pro,31,29,midlane,11300
600841581,radiant,Virtus%2Epro%20%3E%20IllidanSTR,0,Pro,37,10,bottomlane,11300
600841581,radiant,Virtus%2Epro%20%3E%20JotM,0,Pro,38,9,bottomlane,11300
600841581,radiant,Virtus%2Epro%20%3E%20NS,0,Pro,39,13,bottomlane,11300
600946678,radiant,RoX%2EKIS%2E633%3C3%20Sveta,0,Pro,43,58,jungle,01040
600946678,radiant,RoX%2EKIS%2EGoblak,0,Pro,39,50,jungle,01040
600946678,radiant,RoX%2EKIS%2ESolo,0,Pro,40,52,jungle,01040
600946678,radiant,RoX%2EKIS%2EYodes,0,Pro,37,45,midlane,01040
600946678,radiant,RoX%2EKIS%2Eyol,0,Pro,40,51,jungle,01040
601028596,radiant,MYM%20Ryze,0,Pro,31,30,midlane,12200
601028596,radiant,MYM%20LINK,0,Pro,43,10,bottomlane,12200
601028596,radiant,MYM%20unicorn,0,Pro,36,11,bottomlane,12200
601028596,radiant,MYM%20Ace,0,Pro,14,45,toplane,12200
601028596,radiant,MYM%20Cr1t%2D,0,Pro,30,29,midlane,12200
602248335,dire,baba%20in%20disguise,0,Pro,111,77,bottomlane,00500
602248335,dire,EG%2EArteezy%3C3Dara,0,Pro,111,76,bottomlane,00500
602248335,dire,ghETTo%20SuPERstar,0,Pro,113,76,bottomlane,00500
602248335,dire,god,0,Pro,113,76,bottomlane,00500
602248335,dire,standin%2Emason%20Excuse%20Me%3F,0,Pro,113,76,bottomlane,00500
602341542,dire,EG%2EArteezy%3C3Dara,0,Pro,85,106,toplane,21200
602341542,dire,EG%2EPPD,0,Pro,93,87,midlane,21200
602341542,dire,EG%2EUniverse,0,Pro,111,75,bottomlane,21200
602341542,dire,EG%2Ezai,0,Pro,111,75,bottomlane,21200
602341542,dire,standin%2Emason%20Excuse%20Me%3F,0,Pro,84,103,toplane,21200
610263617,dire,THX%20FOR%20MUTE%20VOLVO,0,Pro,111,76,bottomlane,31100
610263617,dire,Na%60Vi%2EXBOCT666,0,Pro,86,105,toplane,31100
610263617,dire,Na%60Vi%2EPuppey,0,Pro,92,88,midlane,31100
610263617,dire,Na%60Vi%2EDendi,0,Pro,85,105,toplane,31100
610263617,dire,Na%60Vi%20kky,0,Pro,86,107,toplane,31100
610363820,radiant,AA,0,Pro,14,38,toplane,12200
610363820,radiant,Standin%20sTeeP,0,Pro,31,29,midlane,12200
610363820,radiant,Virtus%2Epro%20%3E%20IllidanSTR,0,Pro,37,10,bottomlane,12200
610363820,radiant,Virtus%2Epro%20%3E%20JotM,0,Pro,31,29,midlane,12200
610363820,radiant,Virtus%2Epro%20%3E%20NS,0,Pro,37,10,bottomlane,12200
610451558,dire,%5BHyperX%5D%20Liquid%60DeMoN,0,Pro,86,102,toplane,50000
610451558,dire,%5BHyperX%5D%20Liquid%60TC,0,Pro,84,100,toplane,50000
610451558,dire,1234,0,Pro,85,107,toplane,50000
610451558,dire,2%2E,0,Pro,85,101,toplane,50000
610451558,dire,after%20one%20or%20two%20heartbreaks,0,Pro,86,102,toplane,50000
611706372,radiant,%5BHyperX%5D%20Liquid%60wayto,0,Pro,37,13,bottomlane,11300
611706372,radiant,%5BHyperX%5D%20Liquid%60TC,0,Pro,38,14,bottomlane,11300
611706372,radiant,%5BHyperX%5D%20Liquid%60Pegasus,0,Pro,37,11,bottomlane,11300
611706372,radiant,%5BHyper%5D%20Liquid%60qojqva,0,Pro,31,30,midlane,11300
611706372,radiant,%5BHyperX%5D%20Liquid%60BuLba,0,Pro,15,40,toplane,11300
611805511,dire,%5BHyper%5D%20Liquid%60qojqva,0,Pro,95,86,midlane,02300
611805511,dire,%5BHyperX%5D%20Liquid%60BuLba,0,Pro,95,87,midlane,02300
611805511,dire,%5BHyperX%5D%20Liquid%60Pegasus,0,Pro,114,76,bottomlane,02300
611805511,dire,%5BHyperX%5D%20Liquid%60TC,0,Pro,113,75,bottomlane,02300
611805511,dire,%5BHyperX%5D%20Liquid%60wayto,0,Pro,113,76,bottomlane,02300
613149649,radiant,GAME%20IS%20ALREADY%20LOST,0,Pro,30,33,midlane,05000
613149649,radiant,Na%60Vi%20kky,0,Pro,30,34,midlane,05000
613149649,radiant,Na%60Vi%2EDendi,0,Pro,29,33,midlane,05000
613149649,radiant,Na%60Vi%2EPuppey,0,Pro,29,31,midlane,05000
613149649,radiant,trzx,0,Pro,29,32,midlane,05000
643128080,dire,Pegasus,0,Pro,85,101,toplane,41000
643128080,dire,kiss%20smooch%20chu,0,Pro,85,101,toplane,41000
643128080,dire,1234,0,Pro,86,103,toplane,41000
643128080,dire,%5BHyperX%5D%20Liquid%60TC,0,Pro,86,105,toplane,41000
643128080,dire,2%2E,0,Pro,93,88,midlane,41000
643231908,dire,13,0,Pro,95,88,midlane,13100
643231908,dire,China,0,Pro,95,85,midlane,13100
643231908,dire,dog%20euthanizer,0,Pro,113,76,bottomlane,13100
643231908,dire,EG%2Eppd,0,Pro,92,88,midlane,13100
643231908,dire,EG%2EUniverse,0,Pro,85,106,toplane,13100
644725431,radiant,%E3%80%8C%EF%BD%88%EF%BD%97%EF%BD%81%E3%80%8D,0,Pro,30,30,midlane,13100
644725431,radiant,1%2E,0,Pro,30,30,midlane,13100
644725431,radiant,chipshajen,0,Pro,30,29,midlane,13100
644725431,radiant,nihis,0,Pro,13,40,toplane,13100
644725431,radiant,QuiX%2D,0,Pro,38,12,bottomlane,13100
644745895,dire,Na%60Vi%2EPuppey,0,Pro,111,77,bottomlane,10400
644745895,dire,Na%60Vi%2EDondo,0,Pro,111,75,bottomlane,10400
644745895,dire,ccs,0,Pro,114,77,bottomlane,10400
644745895,dire,Biscotti%20lover%203000,0,Pro,112,76,bottomlane,10400
644745895,dire,hilbnewell,0,Pro,86,107,toplane,10400
644790017,radiant,CENTRAL%20LANE%20PLEASE,0,Pro,31,34,midlane,03200
644790017,radiant,feelthetrance%2D,0,Pro,30,29,midlane,03200
644790017,radiant,K4pust1CHJkeez0r2H,0,Pro,38,15,bottomlane,03200
644790017,radiant,missing%20you,0,Pro,37,12,bottomlane,03200
644790017,radiant,To%20Infinity%20and%20Beyond%21,0,Pro,33,29,midlane,03200
644837381,radiant,%E3%80%8C%EF%BD%88%EF%BD%97%EF%BD%81%E3%80%8D,0,Pro,14,38,toplane,31100
644837381,radiant,chipshajen,0,Pro,14,40,toplane,31100
644837381,radiant,chw,0,Pro,30,30,midlane,31100
644837381,radiant,nihis,0,Pro,14,38,toplane,31100
644837381,radiant,QuiX%2D,0,Pro,37,10,bottomlane,31100
644940512,radiant,supertramp,0,Pro,29,31,midlane,04100
644940512,radiant,Silhouette,0,Pro,30,29,midlane,04100
644940512,radiant,333333333333333,0,Pro,38,13,bottomlane,04100
644940512,radiant,Evil%20Not%20Alone,0,Pro,31,30,midlane,04100
644940512,radiant,Mad%20Bomber,0,Pro,30,33,midlane,04100
645037586,dire,333333333333333,0,Pro,85,107,toplane,11300
645037586,dire,Evil%20Not%20Alone,0,Pro,111,76,bottomlane,11300
645037586,dire,Mad%20Bomber,0,Pro,113,76,bottomlane,11300
645037586,dire,Silhouette,0,Pro,96,86,midlane,11300
645037586,dire,supertramp,0,Pro,115,77,bottomlane,11300
646298269,dire,dotadotadota,0,Pro,114,75,bottomlane,00500
646298269,dire,RoX%2EKIS%2E633%3C3%20Sveta,0,Pro,111,77,bottomlane,00500
646298269,dire,RoX%2EKIS%2EGoblak,0,Pro,113,77,bottomlane,00500
